text	bin_label
देश में कोविद 19 प्रतिशत बढ़ जाते हैं	not
बेंगलुरु की कंपनी हैप्पीस्ट माइंड्स ने अपना शटर उठा लिया है, क्या निवेशकों को इस मुद्दे में निवेश करना चाहिए	not
कोल इंडिया लिमिटेड 24 परियोजनाओं तक दशमलव दोदो लाख करोड रुपये से अधिक निवेश करेगा और अन्य समाचार	not
इंदौर से सीखने और अपने शहर प्रकाश जावड़ेकर में कचरा प्रबंधन को ठीक करने की आवश्यकता है	not
भारतचीन के बीच चल रही सीमा विवाद में, भक्त भारत के साथ और .. चमचचे चीन के साथ खड़े हुए हैं ..	host
रिया चक्रवर्ती के एनसीबी के सामने बड़ा स्वीकारोक्ति हां मैं अपने भाई से ड्रग्स के लिए पूछता था	not
नशे में धुत युवकों ने महिलाओं पर किया लाठीचार्ज, सार्वजनिक रूप से महिलाओं के साथ मारपीट, महिलाओं की पिटाई का वीडियो वायरल, बिल्हौर कोतवाली का केसपुर। Rikre	not
एक बार एक किंवदंती ने कहा कि जब तक साला हिंदुस्तान में सिनेमा है, तब तक लोग चुटिया रामाधीर सिंह बनते रहेंगे	host
परीक्षण किट आईसीएमआर द्वारा फुलाए गए मूल्यों पर खरीदी गई	host
"आसान भाषा में, ""अगर मैं फँस गया हूँ, भाई, तुम खुद देख लो।"" थोड़ी समझदारी की भाषा में, यदि आप अपने कृत्य से कानूनी गड़बड़ी में फंस जाते हैं, तो यह आपकी सामग्री को उड़ा देगा, आपके खाते को रोक देगा।"	not
अन्ना हजारे की मृत्यु कहां हुई है, आप हरियाणा पंजाब के प्रसाद को मरवा रहे हैं, आप सड़क पर आराम से सो रहे हैं, कामिनी रामदेव आपके साथ हैं, चोर यह नहीं देखता कि लाख रुपये बांटने वाले लोग कहां रुके हैं और जनता आपसे बहुत पूछ रही है जूते फिर भी जीवन में आप पर कभी नहीं गिरते हैं	host
आखिर क्यों पाकिस्तान में कांग्रेस सरकार, भारत जैसा आतंकवादी देश चाहता है कि सभी भारतीय रतन टाटा पर विचार करें	host
बिहार के वरिष्ठ आईएएस आर के महाजन बीपीएससी के नए अध्यक्ष हैं, विभाग ने जारी की अधिसूचना की रिपोर्ट	not
एक बात पूछनी थी कि पृथ्वी खुद घूम रही है या बिनोद द्वारा ही घूम रही है।	host
संविधान संशोधन के लिए याचिकाकर्ता केशवानंद भारती, जिन्होंने संसद की सीमाओं का फैसला किया, का रविवार सुबह निधन हो गया। वे बूढ़े हो गए थे। उनकी याचिका पर, न्यायाधीशों की पीठ ने संविधान की मूल संरचना का सिद्धांत दिया और कहा कि इसे संविधान में संशोधन करके नहीं बदला जा सकता है।	not
केरल में CPI M का वर्षीय बुड्ढा नेता ोइनुद्दीनकुट्टी साल की िन्दुदलितबच्ची से दुष्कर्म करते पकड़ा गया है, यह सुन कर कठुआ पर बावेला मचाने वाले तमाम सेकुलर हिंदू और वामपंथी शायद कोमा में चले गए हैं,, बॉलीवुड की उन तीनों हिरोईनों को पता नहीं शर्म आई कि नहीं	host
अधिक दिखा कर जीडीपी के शोर को दबाने के लिए। इसे सदियों तक याद रखेंगे।	host
हरियाणा सरकार ने रुपये का प्रावधान किया है। वित्त वर्ष 21 में अनुसूचित जाति के किसानों के लिए विभिन्न योजनाओं के तहत करोड़।	not
सितंबर से NEETJEE परीक्षा देने वाले छात्रों के लिए रेलवे ने विशेष ट्रेनें चलाईं, देखें पूरी सूची	not
दारुल उलूम देवबंद में एक नया फ़तवा आएगा, दुबई की मस्जिद में नमाज़ अदा करना मना है	host
लाख योनियों में भटकने के बाद वोट डालने का अधिकार मिलता हैं,, कृपया इसे सुतिया राहुल गांधी को देकर व्यर्थ न करें	host
राहुल गांधी की रैली में, लोग केवल यह देखने के लिए जाते हैं कि क्या वे वास्तव में मूर्ख हैं, या भाजपा के वीडियो संपादित करते हैं।	host
उद्धव ठाकरे ने सर्जिकल स्ट्राइक कर कंगना के अवैध दफ्तर को तबाह कर दिया, अंधा भक्त सदमे में है और कंगना कभी भी पागल हो सकती हैं…	host
केजरीवाल सरकार जनवरी से सभी कार्ड धारकों को घर पर ही राशन देगी।	not
अलीगढ़ जिले में माननीय विधायक के साथ हुई घटना के संबंध में प्रभावी कार्रवाई करने के निर्देश दिए गए हैं। संबंधित थानेदार को निलंबित कर दिया गया है। एएसपी ग्रामीण का तबादला किया जा रहा है। आईजी अलीगढ़ को कल तक इस संबंध में डेटा उपलब्ध कराने का निर्देश दिया गया है।	not
सुशांत की मौत का मामला: जून में सुशांत के घर पर दो एंबुलेंस क्यों पहुंची, इसका खुलासा खुद ड्राइवर ने किया	not
अपने लिए देश के लिए उठने वाले तूफान को न रोकें, ऐसा तूफान कई सालों के बाद आया है।	not
बच्चे पैदा करते हैं कहते हैं कि अल्लाह की देन है और जब भूके मरते हैं तो कहते हैं मोदी की देन है न नाब तमशा और पशुओं का जीवन अपने ही घर को आग मे झोकते हे संख्या बल की ताक़त से समाज और सरकार को नज़र दिखाना है।	host
कोरोना केवल चयनित शिक्षक उम्मीदवारों के लिए है। उनके लिए परिवहन भी बंद है। कोरोनावायरस बड़ी राजनीतिक सभाओं में नहीं आते हैं। वे बहुत समझदार हैं या आपकी फर्जी नीति है।	host
रिया ने सुशांत सिंह राजपूत की बहन प्रियंका के खिलाफ शिकायत दर्ज कराई। दे रहे हैं ज़्यादा जानकारी	not
रुपया सोने की कीमत बढ़ाता है, चांदी महंगी हो जाती है	not
केरल के वित्त मंत्री डॉ। टी.एम. थॉमस oivid 19 से निकाय पाए गए हैं।	not
कश्मीरी भाइयों का दर्द पूरे उम्मते मुस्लिमा का दर्द है, लेकिन अफ़सोस उन लोगों की खामोशी है जो हर राजनीतिक मुद्दे पर चलते हैं, लेकिन आज उन्होंने इस प्रवृत्ति को नहीं देखा	host
ये ऐसे छोटे बच्चों के साथ करते हैं, खिलौना तोडा तो अगली बार ला के नहीं करेंगे। ये तो पढ़ा लिखा है ना। उठा के बाहर फेंक देना चाहिए	host
गैंगवार हिस्ट्रीशीटर को चाकू से गोदकर मौत के घाट उतार दिया गया, गैंग्स में युवा लड़कों को शामिल किया गया और यहां तक ​​कि सोशल मीडिया पर संपर्क करने के लिए कहा गया	not
कृपया पुलिस स्टेशन के साथ अपनी समस्या का संक्षिप्त विवरण दें।	not
हमारा अयोध्या अगस्त के लिए तैयार है, हर घर भगवा होगा, राम राज्य फिर आएगा जय श्री राम	host
PMCARE फंड एक पब्लिक अथॉरिटी नहीं है, इसलिए मैं आवेदन नहीं करता। मतलब प्राइवेट ट्रस्ट। ट्रस्ट सोसायटी के पंजीकरण, आयकर छूट आदि के लिए महीनों लग जाते हैं, दान सालों बाद मिलता है। फिर पीएमकेआरई को दिन में सरकार के उपक्रम से करोड़ों कैसे मिले। मतलब मोदी जी के लिए कोई कानून नहीं है।	not
यदि राष्ट्र एक शरीर है, तो धर्म उसकी आत्मा है, शरीर बदलता रहता है, लेकिन आत्मा अविनाशी है; आत्मा के विनाश को सर्वनाश कहा जाता है। भारत का वह हिस्सा, जिसे सनातन माना जाता है, राष्ट्र के निकाय से अलग हो जाता है, खुद को जय हिंद मानता है। हर हर महादेव	host
बचपन में, घरवाले डरते थे .. दाढ़ी वाले बाबा बैग लाते थे और सब कुछ ले जाते थे .. क्या आप जानते हैं कि इस उम्र में वह ...	host
परीक्षा देने के बाद, छात्रा ने अपना अनुभव रिपोर्ट अनूप पांडे को बताया	not
क्या कोई धर्म या कोई मजहब ऐसा करने की इजाजत देता है जाहिल गवार लोग एक बुजुर्ग आदमी की इज्जत उछा रहे हैं इंसान की सबसे बड़ी दौलत है और ताकत उसकी इज्जत होती है और अखलाक से बड़ा कोई मोहब्बत नहीं लेकिन एक जाहिल गवार लोग नहीं समझ सकते तुम मुसलमान हो तुम सुकून से नहीं जी सकते तुम्हारी इज्जत लूटी जाएगी तुम्हें मार दी जाएगी कल रात मेरी आंखें कहते हुए रोई भारत के मुसलमानों की आवाज सुने कोई  Sic	host
भारतीय सेना द्वारा पांच चीनी सैनिकों को गोली मारने के बाद कम्युनिस्ट पार्टी के नेताओं ने दिल्ली में रैली की। यह बहुत ही बुरी किस्मत है।	host
यूपी: गाजियाबाद में कार चालक की हत्या का मामला, चार लोग गिरफ्तार	not
कंगना रनौत के कार्यालय पहुंचे बीएमसी कर्मचारी, अभिनेत्री ने कहा कि मेरा सपना टूटने का वक्त आ गया है	not
कौन कह रहा है कि राज्य में भर्ती प्रक्रिया ठप है? अगर आप कांग्रेस से बीजेपी में भर्ती हो रहे हैं ... शायद इसीलिए हमने उन्हें चुना .. और उन्होंने लाठी दी और रोजगार चाहने वालों को गिरफ्तार किया।	host
सुप्रीम कोर्ट आज प्रशांत भूषण को अवमानना ​​मामले में सजा सुना सकता है	not
गोवा को दिल्ली के रास्ते पार्सल बनना था	not
सही कहा भाई, बॉडी तो नहीं जलाते, पर देश जलाते हैं ।। जहाँ पत्तल में खाते हैं, वहाँ भी छेद कर जाते हैं ।। ...	host
मोदी जी बने पहले प्रधानमंत्री जिनके बने साल में पहली बार बंगलादेशी टका से कमजोर कमजोर हुआ, ओर दो ओर बंगलादेशी टका लो	host
नोएडा टीआई से उनके का सिपाही अपने ही महकमें के अघिकारिस्मसे सिपाही परेशान, टीआई राम रतन पर शोषण करने का आरोप, वीडियो मैसेज भेजकर अफसरों से की शिकायत, ट्रैफिक के ग्रुप में वीडियो डालकर की शिकायत, टीआई राम रतन के साथ ड्यूटी न लगाने की गुहार	not
क्या आप सुशांत की जिंदगी को ट्वीट कर सकते हैं? 55:00 पर ताल ठोक के साथ अपनी राय की जाँच करें	not
JEE, NEET, NDA दो से सितंबर तक उम्मीदवारों के लिए विशेष ट्रेनें चलाएंगे।	not
IIT बॉम्बे ने चीनी ऐप के विकल्प के रूप में एक CamScanner लॉन्च किया	not
यह लड़ाई राजनीति या विद्रोह के लिए नहीं, परीक्षा प्रक्रिया को सुचारू करने के लिए है। लोकप्रिय	host
चीन जैसी चीजें औद्योगिक और खाद्य संकट से घबरा गईं	not
एसएसपी एस चिनप्पा ने किया निरीक्षण, पीएसी के पदों के लिए विरोध, रिजर्व पुलिस लाइन में किया निरीक्षण।	not
दिल्ली में मुठभेड़ के बाद दो आतंकवादी गिरफ्तार	not
भारत की जीडीपी गिर गई और अंबानी की आय बढ़ी, जिसके लिए पीएम मोदी काम कर रहे हैं	host
वास्तव में, आज अच्छे दिन आ गए हैं, आप जैसा बोते हैं वैसा ही काटेंगे	host
के खिलाड़ियों को कोरोना से बरामद किया है।	not
मेरी केवल तेरह हजार करोड़ में हिस्सेदारी है, बाकी कांग्रेस नेताओं की है, इसलिए हरामजादों को मोदी से डर लगता है। नीरव मोदी ने भाजपा और कांग्रेस के खिलाफ बयान दिया	host
भारत में नया COVID19 केस दर्ज	not
राम के बहाने, नफरत फैलाने वाले काम, क्यों बंगाल से लेकर यूपी तक के राम आज शाम राम रिधस्वाल के साथ जय के बल से खुश होंगे।	not
मुख्यमंत्री ने जिलाधिकारियों को यह भी निर्देश दिया है कि प्रदूषित जलजनित वेक्टर मक्खी, मच्छर जनित बीमारियों, राहत आयुक्त, श्री संजय गोयल को रोकने के लिए आवश्यक कार्रवाई की जाए।	not
प्रधान मंत्री नरेंद्र मोदी के नेतृत्व वाली केंद्र सरकार ने उच्च शिक्षा के लिए बजटीय आवंटन में भारी कमी की है।	host
ऐसे दलित बॉलीवुड को बदनाम कर रहे हैं, जिनकी बॉलीवुड में कोई हैसियत नहीं है, एक भी फिल्म हिट नहीं है, लेकिन वे एक साथ बॉलीवुड को बदनाम कर रहे हैं, उन्हें दल की पहचान बनाने के लिए काम करने की जरूरत है। कोई नाम या जूते नहीं होंगे	host
मेरे दादाजी सेना में एक प्रमुख थे और उन्हें पेंशन भी मिलती थी, दादा अब नहीं हैं, लेकिन अगर मुझे मेरे दादा से मेरी नाक मिल जाती है, तो क्या मुझे सेना में एक बड़ी नौकरी मिल जाएगी।	host
प्रदेश में इसंजीवनी पोर्टल का लगातार प्रयोग किया जा रहा है। कल लोगों ने इसंजीवनी पोर्टल का प्रयोग करते हुए डाक्टरों से सलाह ली एसीएस, चिकित्सा एवं स्वास्थ्य, श्री अमित कुमार प्रसाद जी	not
आज सोना फिर महंगा हो गया, जानें सितंबर दर	not
वाई श्रेणी की सुरक्षा मुंबई पहुंचने से पहले बीएमसी ने कंगना के कार्यालय पर छापा मारा	not
आपको याद होगा कि यह खबर रमजान के महीने के दौरान जानी जाती थी, शिवानी और रिया नाम की हिंदू बेटियों ने हिंदू-मुस्लिम एकता की मिसाल दी थी। ओह, आपने यह क्यों कहा कि शिवानी ने रोजा पहले रखा था, आज इस शिवानी के धार्मिक पति ने भुगतान कर दिया है। सभी गंगा जमुनी तहज़ीब पिछवाड़े से बाहर निकल गए। लव जिहाद धर्म से शिवानी के साथ हुआ था, अब उम्मीद है कि जल्द ही रिया को भी इस तरह की कोई भी फोटो आने पर आश्चर्य नहीं होना चाहिए।	host
अगस्त को जीडीपी के आंकड़े आए हैं। FY21 की पहली तिमाही। अप्रैल मई का मतलब है और आंकड़े डराने वाले हैं। जी। माइनस तेईस शून्य प्रतिशत	not
पड़ोसी राज्यों के लोग भी करना चाहते हैं दिल्ली में इलाज। स्वास्थ्य सेवा में सबसे बेहतर केजरीवाल।	not
भाऊ श्री के काले टिकट बेचकर आपने बहुत पैसा कमाया है, और काले दिनों के बारे में बात करते हुए, आपको शर्म नहीं आती।	host
कोरोना देश में मृत्यु दर में गिरावट आई है, लेकिन देश में अब तक एक लाख से भी कम मामले पहुंचे हैं	not
सभी नियमों का हवाला देते हुए, पान घारतालिया घराना में करनाल्या जोडियापला यन्नी स्टाइलिया दुलाभ शुभचका एक जोड़े ने बिना किसी नियम का उल्लंघन किए अपने घर पर शादी करने का फैसला किया, इसलिए नासिक पुलिस ने उन्हें अपने तरीके से बधाई दी।	host
महाराष्ट्र में घर खरीदना सस्ता होगा, विनियमित किया जाएगा	not
दिल्ली के लोगों को बधाई। एक तरफ जहां देश भर में साल दर साल बिजली की दरों में बढ़ोतरी हो रही है, वहीं दिल्ली में लगातार छठे साल बिजली की दरों में बढ़ोतरी नहीं की गई और कुछ इलाकों में तो दरों में कमी भी की गई। यह ऐतिहासिक है। यह इसलिए हो रहा है क्योंकि आपने दिल्ली में एक ईमानदार सरकार बनाई।	not
आपकी पोस्ट बहुत खराब है	host
जैसे कमाई के बाद N95 फेसलेस घोषित हो गया। उसी ही कमाई के बाद सेनेटाइजर, ब्रांडवाश और प्रतिरक्षा बूस्टर दवाएँ भी बेअसर घोषित हो जाएगी। फिर वैक्सीन से कमाने का दौर शुरू होगा। आप डर बनाये रखिये और हम बाजार बनाये रख रहे हैं। विश्व डरावनी संस्था WHO हमेशा आपके भय के साथ है	host
क्या आप जानते हैं कि भारत में सबसे पहले सौरी बाबू एडविना ने लेहरु जी से बात की थी, क्योंकि लेहरु जी भी एक बड़ी शूरवीर थे।	host
क्या ड्रग्स वाली जांच अब नेताओं तक पहुंच गई है, इसीलिए सवाल पूछने वालों को रोका जा रहा है देखिए पूछते हैं भारत अर्नब के साथ रिपब्लिक इंडिया पर LIVE	not
हुलागांधी के साथ वही दिन है जो दंगाइयों पर पत्थर फेंक रहे सुरक्षा बलों पर अपशब्दों की बौछार कर रहा था। राहुल के साथ इस फोटो को देखकर एक बात साफ हो गई कि दंगे कांग्रेस और पार्टी की मिलीभगत से सुनियोजित तरीके से हुए हैं। आज पूरा देश देख रहा है कि हमारे बीच कितने गद्दार हैं।	host
चुनावी हलचल के बीच सीएम नीतीश से मिले पूर्व मुख्यमंत्री जीतन राम मांझी	not
इसे फ़ॉर्म भरने, अपनी आँखें फाड़ने और शेर के आंदोलन को देखने के लिए कहा जाता है, अटल बिहारी अमरहे का नारा स्पष्ट रूप से सुना जाता है	host
हिंदुओं के प्रति महाराष्ट्र सरकार बहरी हो चुकी है जल्द ही एक बड़ा आंदोलन करना होगा बाहरी हो गया है	host
संजय राउत ने शिवसेना की अच्छी खासी हैसिटी को, काड़ी की औकात में बदल दिया सरकारी तंत्र का इससे घटिया इस्तेमाल किया पहले कभी नहीं देखा होगा।	host
बिहार का मुजफ्फरपुर जिला। यहां एक साल के व्यक्ति का शव तीन दिन तक फंदे पर लटका रहा। कमरे से बदबू आने पर उसकी बहन ने पुलिस को फोन किया। कमरे का दरवाजा तोड़ा गया, तो पता चला कि वह आदमी मर चुका था।	not
मोतिहारी रेलवे स्टेशन पर कलो कुत्ते का मास पकडा गया जो जयसवाल, बच्चन, और मोतिहारी की होटल मे सप्ल्य किया जा रहा था।	host
मुसलमानों को नागरिकता संशोधन विधेयक के खिलाफ सिखों को दिखाते हुए, नकली प्रचार दिखाते हुए	host
कामिना के साथ कामिनी का खेल अब केवल तभी खेला जाएगा जब आप शांत होंगे। मुंबई में देखा था, अब हर जगह मिलेगा। सियार के रंग को पहचान लिया गया है।	host
को गौरव आर्य में मिले थे।	not
सुशासन बाबू अपने आभासी चुनावी भाषणों में सुशांत सिंह राजपूत आत्महत्या की सीबीआई जांच का श्रेय ले रहे हैं, फिर भी…	host
महाराष्ट्र में, कांग्रेस द्वारा शव यात्रा की गुंडागर्दी केवल फेक प्राइड के माध्यम से फैलाई जा रही है।	host
भारत के कोविद 19 अस्पताल को भारत के कोविद 19 अस्पताल में फिल्माया गया है। इस वीडियो में, वर्वेट बंदर अस्पताल के एक वार्ड से भोजन चुराते हुए दिखाई दे रहे हैं, जहाँ रोगी उनसे अपनी रक्षा करते हुए दिखाई देते हैं।	host
ग्रामीण विकास मंत्रालय ने प्रधानमंत्री आवास योजना के तहत पंचायत और जिला परिषद के पदों के लिए आवेदन जारी किए हैं	host
रघुराम राजन ने कहा कि ऐसा लगता है कि सरकार अपने आप में सीमित हो गई है	not
दिल्ली की एक अदालत ने आसाराम बापू पर आधारित एक पुस्तक के प्रकाशन पर रोक लगा दी है। पुस्तक का नाम गनिंगमैन फॉर द गॉडमैन द ट्रू स्टोरी बिहाइंड आसाराम बापू का कनविक्शन है, जिसे आईपीएस अधिकारी अजय लांबा ने लेखक संजीव माथुर के साथ मिलकर लिखा है।	not
संदीप सिंह ने सुशांत के शव को ले जाने वाली एम्बुलेंस ड्राइवर को जवाब क्यों दिया?	not
उनके बारे में क्या, मोदीजी? वे आपके अनुरोध, अपील के बारे में कम परवाह करते हैं। क्या वे कानून का सामना करेंगे, क्योंकि वे स्वेच्छा से कानून का पालन नहीं करते हैं। किसी भी विचार, जहां की तस्वीर है।	host
मित्र अब आरटी का समर्थन करने के लिए बेरोजगार युवाओं का समर्थन करना शुरू करते हैं। 9 मिनट	host
"केंद्रीय गृह मंत्री ने कहा कि पूर्व राष्ट्रपति भारत रत्न श्री की मृत्यु पूरे देश के लिए बहुत दुख की बात है ""प्रणब दा ने कई दशकों तक भारतीय राजनीति के क्षितिज में प्रणव की तरह काम करना जारी रखा""।"	not
चलेगा बुल्डोजर तो होगा वाड्रा का मकान भी जद में .. यहां अवैध सिर्फ कंगना का मकान थोड़ा है।	host
यूपी आज से चलेगी नोएडा मेट्रो, यात्रा के लिए इन शर्तों का पालन होगा	not
मध्य प्रदेश में उपचुनाव से पहले कांग्रेस नेता की मौत की खबर, वीडियो को जिंदा होने का सबूत देना पड़ा	not
यह विडियो पिपलेश्वर महादेव मंदिर मोछल सिरोही का है हर रोज ये चीता परिवार मन्दिर के सेवक को अपनी समझ कर उनके साथ सो जाते हैं।	host
एकीकृत कोल्ड चेन और मूल्यवर्धन संरचना के विकास के लिए परियोजनाओं को मंजूरी	not
महाराष्ट्र के गृह मंत्री अनिल देशमुख ने कहा है कि संदीप, उनके बॉलीवुड से भाजपा से जुड़े मामलों की पूरी जांच की जाएगी।	not
मोदी के शासन में केवल गायें सुरक्षित हैं, किसी की माँ और बहन नहीं ...	host
इस साल प्रीमियम स्मार्टफोन बाजार में सैमसंग का दबदबा है	not
बिहार में कोई भी दल अपने दम पर चुनाव जीतकर सरकार बनाने की स्थिति में नहीं है।	not
प्रदेश के कन्टेनमेंट जोन में लोगों को चिन्हित किया गया है। इन कन्टेन्टमेंट जोन में कोरोना पोजिटिव लोगों की संख्या और इंस्टीट्यूशनल क्वारंटीन किए गए लोगों की संख्या है ACS, घर व सूचना, श्री जी।	not
नसीरुद्दीन शाह के भी बीमार होने की सूचना है। ऐसा लगता है कि हमेशा भीड़ वाले कलाकार लॉकडाउन का सामना करने में सक्षम नहीं होते हैं।	host
लगता है कि कल सुबह फिर से सर्जिकल स्ट्रीक का सीधा प्रसारण देखने को मिलेगा पीओके में कोई बादल नहीं होगा कोई रेडियर से गायब नहीं…	host
बिरयानी को मुसलमानों और हिंदुओं के लिए अलग-अलग व्यंजनों में पकाया जाता है। हिंदुओं के लिए, बिरयानी में गोलियाँ जोड़ी जाती हैं जो आपको नपुंसक बना सकती हैं। कोयंबटूर में रहमान बिस्मिल्लाह के माशा अल्लाह नामक एक रेस्तरां को ऐसी बिरयानी बेचते पकड़ा गया। सावधान रहें वे हर तरह से आप तक पहुँचने की कोशिश कर रहे हैं।	host
पैंगोंग ही नहीं बल्कि चीन भी चिकन नेक पर रणनीतिक बढ़त चाहता है	not
यह सब सड़क के कुत्तों के साथ भी बेकार है।	host
ये देखो शांतिदूतों द्वारा क्या हो रहा है, खाना लूटो और उसे खराब कर दो  किसी गरीब को खाना ना पहुँचने दो, ताकि सरकार बदनाम हो और गरीब भूखा मरे  कैसी कौम है ये	host
टीवी स्टार द्वारा स्पोर्ट्स ब्रा पहनने के बाद कांग्रेस नेता ने किया हंगामा, अब हंगामे के बाद मांगी माफी	not
आठ पुलिसकर्मियों का हत्यारा विकास दुबे कभी यूपी सरकार का अभिन्न अंग था और वर्तमान मुख्यमंत्री योगी आदित्यनाथ के साथ भी बैठना चाहिए था। सीबीआई को यूपी पुलिस हत्या मामले की जांच करनी चाहिए	host
क्या कोरोना का परीक्षण करने के लिए कई और परीक्षण किट हैं	not
मैं धमकी भरे बच्चे को मारने से नहीं डरता। मैं आपको सूचित करने से डरता नहीं हूं। मैं गरीब हूं, कमजोर नहीं हूं। जिस दिन हमला हुआ, मोदी के पिता उसे बचा नहीं पाएंगे। झूठे आरोप में मुझे जेल भेज सकते हैं, उसे नहीं पता कि हमला कहां करना है	host
दूसरी ओर, कुछ पत्रकारों ने इस बात पर नाराजगी जताई कि उन्होंने मोरों का एक वीडियो बना लिया है, और उन्होंने दाना डालते समय हमारी तस्वीरें भी नहीं लीं। Khukhad	host
दबंगों ने जमीन पर कब्जा करने के लिए युवक के घर में तोड़फोड़ की, पुलिस शिकायत के बाद भी नहीं पहुंची, पीड़िता ने एसपी ऑफिस में किया आवेदन, बिसंडा थाने के ओरन गांव का मामला।	not
सैनिटरी श्रमिकों के लिए यह आवश्यक है कि वे ओविद 19 के दौरान याद रखने वाली चीजों के साथ उचित पहचान पत्र रखें। प्रतिदिन वर्दी या ड्यूटी कपड़े धोएं। ड्यूटी खत्म होने के बाद नियमित स्नान करें।	not
कंपनी का नाम लेकिन फोटो और देवी का नाम देवी। इन लोगों में इतनी हिम्मत है क्योंकि हिंदू कभी विरोध नहीं करते। मूर्ख हिंदू वही दोषी है जो इसका उपयोग करता है	host
अमेरिका के राष्ट्रपति डोनाल्ड ट्रम्प ने कहा है कि कोरोनावायरस की रोकथाम के लिए ाज एस्ट्राजेनेका ’द्वारा विकसित परीक्षण के तीसरे चरण में पहुंच गया है	not
मेरे सिर के पीछे तरफ भी एक टीक था, पर कभी घमंड नहीं किया जाता, जैसा कि ब्लू टिक वाले करते हैं ...।	host
देश की वर्तमान स्थिति को देखकर पिता को बदलने की कोशिश कर रहे पात्रा: शत्रु	host
यूपीए सरकार के तहत, भारत की अर्थव्यवस्था तेजी से चलने वाली दुनिया की तीसरी थी और अब यह नंबर एक की स्थिति में पहुंच गई है। देवत मस्त	not
केंद्रीय गृह मंत्री ने पूर्व राष्ट्रपति, भारत रत्न के निधन पर गहरा दुख व्यक्त करते हुए कहा “प्रणब दा बहुत ही अनुभवी नेता थे और उन्होने पूरी निष्ठा के साथ राष्ट्र की सेवा की वाही	not
टॉप 10 कंपनियों के मार्केट कैप में रु। लख करोड़ों के माध्यम से	not
.......... और वह भारत का सबसे बड़ा कमीने है।	host
। राज्य के सभी नव नियुक्त क्षेत्रीय अध्यक्षों को महत्वपूर्ण जिम्मेदारियों को प्राप्त करने के लिए बधाई। आप सभी क्षमता और प्रतिभा से परिपूर्ण हैं। मुझे विश्वास है कि आप सभी संगठन को मजबूत बनाए रखने में उपयोगी साबित होंगे। अपना मार्ग खोजने के लिए भगवान श्री राम से प्रार्थना करें।	not
